Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy,shortage_units,risk_level
Metformin,8043,7503,Weekly,540,MEDIUM
Lisinopril,8353,7813,Weekly,540,MEDIUM
Metformin,9981,9441,Weekly,540,MEDIUM
Lisinopril,6439,5899,Monthly,540,MEDIUM
Insulin,7999,7460,Weekly,539,MEDIUM
Atorvastatin,2898,2359,Monthly,539,MEDIUM
Atorvastatin,9444,8905,Weekly,539,MEDIUM
Insulin,4754,4215,Weekly,539,MEDIUM
Atorvastatin,7721,7182,Monthly,539,MEDIUM
Atorvastatin,8601,8062,Monthly,539,MEDIUM
Lisinopril,8164,7625,Weekly,539,MEDIUM
Lisinopril,8496,7957,Weekly,539,MEDIUM
Atorvastatin,4258,3719,Quarterly,539,MEDIUM
Atorvastatin,5417,4878,Monthly,539,MEDIUM
Atorvastatin,3524,2986,Monthly,538,MEDIUM
Metformin,7164,6626,Monthly,538,MEDIUM
Atorvastatin,6208,5670,Weekly,538,MEDIUM
Atorvastatin,6986,6448,Monthly,538,MEDIUM
Insulin,7192,6654,Weekly,538,MEDIUM
Insulin,6945,6407,Quarterly,538,MEDIUM
Metformin,3931,3393,Weekly,538,MEDIUM
Insulin,6596,6058,Quarterly,538,MEDIUM
Atorvastatin,7129,6592,Quarterly,537,MEDIUM
Lisinopril,5437,4900,Monthly,537,MEDIUM
Lisinopril,5623,5086,Weekly,537,MEDIUM
Atorvastatin,9895,9358,Weekly,537,MEDIUM
Metformin,8951,8414,Quarterly,537,MEDIUM
Atorvastatin,2503,1966,Quarterly,537,MEDIUM
Atorvastatin,4303,3766,Weekly,537,MEDIUM
Insulin,6422,5885,Quarterly,537,MEDIUM
Insulin,3366,2829,Quarterly,537,MEDIUM
Metformin,6869,6333,Weekly,536,MEDIUM
Metformin,5536,5000,Quarterly,536,MEDIUM
Atorvastatin,5328,4792,Weekly,536,MEDIUM
Atorvastatin,7679,7143,Weekly,536,MEDIUM
Insulin,6526,5990,Monthly,536,MEDIUM
Insulin,6416,5880,Weekly,536,MEDIUM
Metformin,6747,6211,Weekly,536,MEDIUM
Atorvastatin,8049,7513,Monthly,536,MEDIUM
Metformin,5848,5312,Monthly,536,MEDIUM
Metformin,7419,6884,Weekly,535,MEDIUM
Insulin,2943,2408,Quarterly,535,MEDIUM
Atorvastatin,3819,3284,Weekly,535,MEDIUM
Metformin,2307,1772,Monthly,535,MEDIUM
Insulin,9850,9315,Monthly,535,MEDIUM
Atorvastatin,7447,6912,Weekly,535,MEDIUM
Lisinopril,8388,7853,Monthly,535,MEDIUM
Metformin,6344,5809,Quarterly,535,MEDIUM
Atorvastatin,7408,6873,Monthly,535,MEDIUM
Metformin,8158,7623,Quarterly,535,MEDIUM
Lisinopril,8780,8245,Quarterly,535,MEDIUM
Lisinopril,4105,3570,Monthly,535,MEDIUM
Atorvastatin,6335,5800,Weekly,535,MEDIUM
Atorvastatin,6011,5476,Weekly,535,MEDIUM
Metformin,6004,5469,Monthly,535,MEDIUM
Atorvastatin,4571,4037,Weekly,534,MEDIUM
Metformin,3637,3103,Weekly,534,MEDIUM
Lisinopril,9982,9448,Monthly,534,MEDIUM
Atorvastatin,8082,7548,Monthly,534,MEDIUM
Atorvastatin,8693,8159,Quarterly,534,MEDIUM
Insulin,6100,5566,Quarterly,534,MEDIUM
Lisinopril,4527,3993,Weekly,534,MEDIUM
Insulin,8340,7806,Quarterly,534,MEDIUM
Metformin,8035,7501,Quarterly,534,MEDIUM
Metformin,3604,3070,Monthly,534,MEDIUM
Insulin,9676,9142,Weekly,534,MEDIUM
Metformin,5137,4603,Monthly,534,MEDIUM
Insulin,3020,2486,Monthly,534,MEDIUM
Lisinopril,5783,5249,Monthly,534,MEDIUM
Lisinopril,9447,8913,Monthly,534,MEDIUM
Insulin,9488,8954,Monthly,534,MEDIUM
Lisinopril,4391,3857,Monthly,534,MEDIUM
Atorvastatin,9736,9203,Monthly,533,MEDIUM
Atorvastatin,7248,6715,Monthly,533,MEDIUM
Lisinopril,7611,7078,Weekly,533,MEDIUM
Insulin,3753,3220,Weekly,533,MEDIUM
Atorvastatin,2069,1537,Weekly,532,MEDIUM
Atorvastatin,3757,3225,Monthly,532,MEDIUM
Metformin,8578,8046,Weekly,532,MEDIUM
Metformin,3779,3247,Weekly,532,MEDIUM
Atorvastatin,3131,2599,Weekly,532,MEDIUM
Insulin,9292,8760,Weekly,532,MEDIUM
Lisinopril,4992,4461,Weekly,531,MEDIUM
Lisinopril,6477,5946,Weekly,531,MEDIUM
Atorvastatin,2107,1576,Monthly,531,MEDIUM
Atorvastatin,9682,9151,Quarterly,531,MEDIUM
Insulin,3212,2681,Monthly,531,MEDIUM
Lisinopril,3225,2694,Weekly,531,MEDIUM
Insulin,5806,5275,Quarterly,531,MEDIUM
Atorvastatin,4223,3692,Quarterly,531,MEDIUM
Lisinopril,4130,3599,Weekly,531,MEDIUM
Atorvastatin,8003,7472,Weekly,531,MEDIUM
Insulin,7088,6557,Quarterly,531,MEDIUM
Insulin,4329,3798,Monthly,531,MEDIUM
Metformin,2207,1677,Quarterly,530,MEDIUM
Metformin,4763,4233,Weekly,530,MEDIUM
Insulin,5418,4888,Monthly,530,MEDIUM
Insulin,7645,7115,Quarterly,530,MEDIUM
Metformin,2325,1795,Weekly,530,MEDIUM
Metformin,3537,3007,Quarterly,530,MEDIUM
Metformin,2666,2136,Weekly,530,MEDIUM
Atorvastatin,5055,4526,Monthly,529,MEDIUM
Lisinopril,6383,5854,Quarterly,529,MEDIUM
Insulin,7932,7403,Monthly,529,MEDIUM
Metformin,7871,7342,Weekly,529,MEDIUM
Lisinopril,9001,8472,Quarterly,529,MEDIUM
Metformin,9203,8674,Monthly,529,MEDIUM
Insulin,7731,7202,Quarterly,529,MEDIUM
Atorvastatin,8549,8020,Weekly,529,MEDIUM
Insulin,5304,4776,Weekly,528,MEDIUM
Metformin,3260,2732,Quarterly,528,MEDIUM
Metformin,3392,2864,Monthly,528,MEDIUM
Insulin,2797,2269,Weekly,528,MEDIUM
Insulin,2865,2337,Weekly,528,MEDIUM
Metformin,6354,5826,Monthly,528,MEDIUM
Lisinopril,9867,9339,Monthly,528,MEDIUM
Lisinopril,8311,7783,Weekly,528,MEDIUM
Metformin,7426,6898,Monthly,528,MEDIUM
Insulin,3866,3338,Weekly,528,MEDIUM
Atorvastatin,5980,5453,Weekly,527,MEDIUM
Metformin,8709,8182,Quarterly,527,MEDIUM
Lisinopril,7995,7468,Quarterly,527,MEDIUM
Insulin,4221,3694,Monthly,527,MEDIUM
Insulin,9046,8519,Quarterly,527,MEDIUM
Insulin,2248,1721,Weekly,527,MEDIUM
Lisinopril,8539,8012,Monthly,527,MEDIUM
Insulin,3013,2486,Weekly,527,MEDIUM
Lisinopril,5288,4761,Weekly,527,MEDIUM
Metformin,8736,8209,Quarterly,527,MEDIUM
Atorvastatin,7071,6545,Quarterly,526,MEDIUM
Metformin,8465,7939,Monthly,526,MEDIUM
Lisinopril,9750,9224,Weekly,526,MEDIUM
Metformin,6388,5862,Quarterly,526,MEDIUM
Atorvastatin,7575,7049,Monthly,526,MEDIUM
Atorvastatin,6888,6362,Monthly,526,MEDIUM
Lisinopril,6899,6373,Quarterly,526,MEDIUM
Atorvastatin,7223,6697,Weekly,526,MEDIUM
Insulin,2854,2328,Monthly,526,MEDIUM
Metformin,5666,5140,Monthly,526,MEDIUM
Metformin,8936,8410,Monthly,526,MEDIUM
Lisinopril,2237,1711,Quarterly,526,MEDIUM
Metformin,2993,2468,Weekly,525,MEDIUM
Metformin,2530,2005,Quarterly,525,MEDIUM
Metformin,8023,7498,Quarterly,525,MEDIUM
Lisinopril,7343,6818,Quarterly,525,MEDIUM
Atorvastatin,5413,4888,Quarterly,525,MEDIUM
Insulin,7898,7373,Weekly,525,MEDIUM
Metformin,4690,4165,Quarterly,525,MEDIUM
Lisinopril,3343,2818,Quarterly,525,MEDIUM
Metformin,3772,3248,Weekly,524,MEDIUM
Lisinopril,3443,2919,Quarterly,524,MEDIUM
Insulin,5361,4837,Monthly,524,MEDIUM
Atorvastatin,5701,5177,Quarterly,524,MEDIUM
Lisinopril,2387,1863,Quarterly,524,MEDIUM
Metformin,8590,8066,Weekly,524,MEDIUM
Atorvastatin,5234,4711,Quarterly,523,MEDIUM
Insulin,9263,8740,Quarterly,523,MEDIUM
Insulin,8537,8014,Weekly,523,MEDIUM
Atorvastatin,5431,4908,Weekly,523,MEDIUM
Insulin,6332,5809,Monthly,523,MEDIUM
Lisinopril,6112,5589,Quarterly,523,MEDIUM
Atorvastatin,6241,5718,Monthly,523,MEDIUM
Metformin,5700,5177,Quarterly,523,MEDIUM
Atorvastatin,3061,2538,Weekly,523,MEDIUM
Lisinopril,5669,5146,Weekly,523,MEDIUM
Insulin,8754,8231,Monthly,523,MEDIUM
Insulin,5858,5336,Weekly,522,MEDIUM
Metformin,5017,4495,Weekly,522,MEDIUM
Insulin,6883,6361,Weekly,522,MEDIUM
Lisinopril,8850,8328,Weekly,522,MEDIUM
Metformin,5434,4912,Weekly,522,MEDIUM
Metformin,8901,8379,Quarterly,522,MEDIUM
Atorvastatin,6728,6206,Quarterly,522,MEDIUM
Metformin,6375,5853,Quarterly,522,MEDIUM
Metformin,3920,3399,Weekly,521,MEDIUM
Metformin,6439,5918,Monthly,521,MEDIUM
Metformin,3495,2974,Quarterly,521,MEDIUM
Metformin,8040,7519,Weekly,521,MEDIUM
Metformin,5572,5051,Monthly,521,MEDIUM
Lisinopril,2930,2409,Quarterly,521,MEDIUM
Lisinopril,8614,8093,Monthly,521,MEDIUM
Insulin,2550,2030,Quarterly,520,MEDIUM
Atorvastatin,5148,4628,Quarterly,520,MEDIUM
Insulin,3323,2803,Monthly,520,MEDIUM
Lisinopril,3378,2858,Quarterly,520,MEDIUM
Insulin,2152,1632,Weekly,520,MEDIUM
Insulin,5796,5276,Quarterly,520,MEDIUM
Atorvastatin,2953,2433,Monthly,520,MEDIUM
Atorvastatin,2638,2118,Quarterly,520,MEDIUM
Atorvastatin,7726,7206,Quarterly,520,MEDIUM
Lisinopril,3940,3420,Monthly,520,MEDIUM
Metformin,8495,7976,Quarterly,519,MEDIUM
Atorvastatin,6318,5799,Quarterly,519,MEDIUM
Atorvastatin,9509,8990,Quarterly,519,MEDIUM
Insulin,6887,6368,Weekly,519,MEDIUM
Metformin,6865,6346,Monthly,519,MEDIUM
Insulin,7206,6687,Quarterly,519,MEDIUM
Atorvastatin,8720,8202,Quarterly,518,MEDIUM
Atorvastatin,4643,4125,Quarterly,518,MEDIUM
Insulin,4158,3640,Quarterly,518,MEDIUM
Metformin,6271,5753,Quarterly,518,MEDIUM
Atorvastatin,5965,5447,Weekly,518,MEDIUM
Lisinopril,8915,8397,Quarterly,518,MEDIUM
Insulin,2535,2017,Monthly,518,MEDIUM
Insulin,3296,2778,Quarterly,518,MEDIUM
Metformin,9212,8694,Monthly,518,MEDIUM
Insulin,9972,9454,Quarterly,518,MEDIUM
Atorvastatin,6415,5898,Quarterly,517,MEDIUM
Metformin,8864,8347,Weekly,517,MEDIUM
Atorvastatin,3008,2491,Quarterly,517,MEDIUM
Metformin,3661,3144,Quarterly,517,MEDIUM
Lisinopril,3124,2607,Quarterly,517,MEDIUM
Insulin,7413,6896,Quarterly,517,MEDIUM
Atorvastatin,5894,5377,Quarterly,517,MEDIUM
Metformin,4953,4436,Weekly,517,MEDIUM
Metformin,8049,7532,Weekly,517,MEDIUM
Atorvastatin,7001,6484,Weekly,517,MEDIUM
Metformin,7805,7288,Monthly,517,MEDIUM
Insulin,8996,8479,Weekly,517,MEDIUM
Insulin,4630,4114,Weekly,516,MEDIUM
Lisinopril,4867,4351,Monthly,516,MEDIUM
Atorvastatin,9348,8832,Monthly,516,MEDIUM
Atorvastatin,7220,6704,Monthly,516,MEDIUM
Insulin,8953,8437,Monthly,516,MEDIUM
Atorvastatin,5791,5275,Quarterly,516,MEDIUM
Insulin,6094,5578,Quarterly,516,MEDIUM
Metformin,3725,3209,Quarterly,516,MEDIUM
Metformin,6817,6301,Weekly,516,MEDIUM
Insulin,7728,7213,Monthly,515,MEDIUM
Insulin,5600,5085,Weekly,515,MEDIUM
Atorvastatin,6459,5944,Monthly,515,MEDIUM
Insulin,8221,7706,Quarterly,515,MEDIUM
Atorvastatin,5188,4674,Weekly,514,MEDIUM
Atorvastatin,8028,7514,Weekly,514,MEDIUM
Metformin,5112,4598,Monthly,514,MEDIUM
Lisinopril,2140,1626,Weekly,514,MEDIUM
Lisinopril,4615,4101,Monthly,514,MEDIUM
Metformin,7640,7126,Weekly,514,MEDIUM
Lisinopril,4641,4127,Quarterly,514,MEDIUM
Insulin,2903,2389,Monthly,514,MEDIUM
Atorvastatin,9937,9423,Weekly,514,MEDIUM
Metformin,7988,7474,Monthly,514,MEDIUM
Metformin,7233,6719,Weekly,514,MEDIUM
Lisinopril,6087,5573,Quarterly,514,MEDIUM
Lisinopril,9572,9058,Quarterly,514,MEDIUM
Metformin,2641,2127,Quarterly,514,MEDIUM
Insulin,3363,2849,Weekly,514,MEDIUM
Metformin,6064,5551,Weekly,513,MEDIUM
Atorvastatin,3103,2590,Quarterly,513,MEDIUM
Insulin,8111,7598,Quarterly,513,MEDIUM
Lisinopril,9470,8957,Monthly,513,MEDIUM
Metformin,5918,5405,Quarterly,513,MEDIUM
Insulin,3578,3065,Weekly,513,MEDIUM
Metformin,8262,7749,Quarterly,513,MEDIUM
Atorvastatin,8002,7490,Weekly,512,MEDIUM
Insulin,3424,2912,Weekly,512,MEDIUM
Metformin,6381,5869,Weekly,512,MEDIUM
Lisinopril,6594,6082,Quarterly,512,MEDIUM
Insulin,6886,6375,Monthly,511,MEDIUM
Metformin,2686,2175,Weekly,511,MEDIUM
Lisinopril,9670,9159,Weekly,511,MEDIUM
Atorvastatin,7073,6562,Monthly,511,MEDIUM
Lisinopril,3505,2994,Weekly,511,MEDIUM
Metformin,6620,6110,Quarterly,510,MEDIUM
Insulin,6994,6484,Monthly,510,MEDIUM
Insulin,2350,1840,Weekly,510,MEDIUM
Insulin,5325,4815,Monthly,510,MEDIUM
Insulin,3121,2611,Weekly,510,MEDIUM
Lisinopril,8946,8436,Monthly,510,MEDIUM
Insulin,3157,2647,Weekly,510,MEDIUM
Lisinopril,4420,3910,Weekly,510,MEDIUM
Insulin,4321,3811,Weekly,510,MEDIUM
Insulin,7442,6932,Weekly,510,MEDIUM
Metformin,8894,8384,Quarterly,510,MEDIUM
Atorvastatin,7103,6593,Quarterly,510,MEDIUM
Lisinopril,8446,7936,Weekly,510,MEDIUM
Insulin,6454,5944,Quarterly,510,MEDIUM
Lisinopril,5271,4761,Monthly,510,MEDIUM
Atorvastatin,9761,9252,Monthly,509,MEDIUM
Atorvastatin,5844,5335,Weekly,509,MEDIUM
Lisinopril,7621,7112,Monthly,509,MEDIUM
Lisinopril,8849,8340,Monthly,509,MEDIUM
Insulin,8601,8092,Monthly,509,MEDIUM
Metformin,4508,4000,Monthly,508,MEDIUM
Lisinopril,7718,7210,Weekly,508,MEDIUM
Lisinopril,7556,7048,Weekly,508,MEDIUM
Atorvastatin,5674,5166,Weekly,508,MEDIUM
Metformin,7927,7419,Quarterly,508,MEDIUM
Insulin,5873,5365,Quarterly,508,MEDIUM
Insulin,6373,5865,Quarterly,508,MEDIUM
Metformin,7147,6639,Monthly,508,MEDIUM
Lisinopril,9500,8992,Quarterly,508,MEDIUM
Lisinopril,2385,1877,Weekly,508,MEDIUM
Lisinopril,5708,5201,Quarterly,507,MEDIUM
Atorvastatin,4209,3702,Quarterly,507,MEDIUM
Insulin,8421,7914,Weekly,507,MEDIUM
Metformin,5442,4935,Monthly,507,MEDIUM
Atorvastatin,8115,7608,Weekly,507,MEDIUM
Metformin,8368,7861,Quarterly,507,MEDIUM
Insulin,9055,8548,Weekly,507,MEDIUM
Metformin,4116,3609,Quarterly,507,MEDIUM
Atorvastatin,2837,2331,Weekly,506,MEDIUM
Insulin,2996,2490,Quarterly,506,MEDIUM
Atorvastatin,8230,7724,Monthly,506,MEDIUM
Lisinopril,7506,7000,Weekly,506,MEDIUM
Lisinopril,3968,3462,Monthly,506,MEDIUM
Atorvastatin,6066,5560,Quarterly,506,MEDIUM
Metformin,2731,2225,Weekly,506,MEDIUM
Atorvastatin,9970,9464,Monthly,506,MEDIUM
Metformin,8963,8457,Monthly,506,MEDIUM
Metformin,2695,2189,Weekly,506,MEDIUM
Atorvastatin,8004,7499,Quarterly,505,MEDIUM
Insulin,4113,3608,Quarterly,505,MEDIUM
Metformin,8796,8291,Monthly,505,MEDIUM
Insulin,2167,1662,Monthly,505,MEDIUM
Metformin,9388,8883,Monthly,505,MEDIUM
Lisinopril,7512,7007,Quarterly,505,MEDIUM
Atorvastatin,9074,8569,Monthly,505,MEDIUM
Metformin,8858,8354,Quarterly,504,MEDIUM
Metformin,2436,1932,Quarterly,504,MEDIUM
Metformin,8911,8407,Monthly,504,MEDIUM
Lisinopril,6291,5787,Weekly,504,MEDIUM
Lisinopril,2203,1699,Quarterly,504,MEDIUM
Atorvastatin,8226,7722,Quarterly,504,MEDIUM
Metformin,8807,8303,Monthly,504,MEDIUM
Atorvastatin,4824,4320,Monthly,504,MEDIUM
Insulin,3635,3132,Quarterly,503,MEDIUM
Lisinopril,6696,6193,Monthly,503,MEDIUM
Insulin,3479,2976,Weekly,503,MEDIUM
Metformin,2933,2430,Monthly,503,MEDIUM
Atorvastatin,7430,6927,Monthly,503,MEDIUM
Metformin,8708,8205,Quarterly,503,MEDIUM
Atorvastatin,8954,8451,Weekly,503,MEDIUM
Metformin,7816,7313,Weekly,503,MEDIUM
Atorvastatin,3241,2739,Weekly,502,MEDIUM
Insulin,4284,3782,Quarterly,502,MEDIUM
Atorvastatin,9377,8875,Weekly,502,MEDIUM
Lisinopril,2551,2049,Weekly,502,MEDIUM
Metformin,8147,7645,Weekly,502,MEDIUM
Lisinopril,7708,7206,Monthly,502,MEDIUM
Insulin,9236,8735,Quarterly,501,MEDIUM
Insulin,5367,4866,Quarterly,501,MEDIUM
Insulin,4621,4120,Monthly,501,MEDIUM
Metformin,7064,6563,Weekly,501,MEDIUM
Metformin,8957,8456,Weekly,501,MEDIUM
Atorvastatin,2916,2415,Quarterly,501,MEDIUM
Metformin,4728,4227,Quarterly,501,MEDIUM
Atorvastatin,7857,7356,Weekly,501,MEDIUM
Metformin,2336,1835,Monthly,501,MEDIUM
Insulin,9737,9236,Quarterly,501,MEDIUM
Metformin,8202,7701,Quarterly,501,MEDIUM
Metformin,6288,5787,Quarterly,501,MEDIUM
Lisinopril,7614,7113,Monthly,501,MEDIUM
Atorvastatin,6391,5890,Monthly,501,MEDIUM
Atorvastatin,4863,4363,Monthly,500,MEDIUM
Lisinopril,5214,4714,Weekly,500,MEDIUM
Lisinopril,7450,6950,Weekly,500,MEDIUM
Lisinopril,4916,4416,Weekly,500,MEDIUM
Metformin,4868,4368,Monthly,500,MEDIUM
Lisinopril,7989,7489,Weekly,500,MEDIUM
Lisinopril,7649,7149,Weekly,500,MEDIUM
Metformin,7511,7011,Quarterly,500,MEDIUM
Metformin,9613,9113,Monthly,500,MEDIUM
Metformin,6878,6379,Weekly,499,MEDIUM
Atorvastatin,3489,2990,Monthly,499,MEDIUM
Metformin,3490,2991,Monthly,499,MEDIUM
Atorvastatin,2347,1848,Quarterly,499,MEDIUM
Atorvastatin,3973,3474,Weekly,499,MEDIUM
Metformin,3401,2902,Monthly,499,MEDIUM
Insulin,4027,3528,Weekly,499,MEDIUM
Atorvastatin,8802,8303,Monthly,499,MEDIUM
Lisinopril,5523,5024,Weekly,499,MEDIUM
Metformin,2444,1945,Monthly,499,MEDIUM
Lisinopril,5960,5462,Weekly,498,MEDIUM
Atorvastatin,4301,3803,Monthly,498,MEDIUM
Insulin,6392,5894,Quarterly,498,MEDIUM
Insulin,6526,6028,Monthly,498,MEDIUM
Atorvastatin,2053,1555,Monthly,498,MEDIUM
Metformin,2013,1515,Quarterly,498,MEDIUM
Metformin,7347,6849,Quarterly,498,MEDIUM
Atorvastatin,9861,9364,Monthly,497,MEDIUM
Insulin,3736,3239,Quarterly,497,MEDIUM
Lisinopril,6630,6133,Quarterly,497,MEDIUM
Lisinopril,5224,4727,Weekly,497,MEDIUM
Metformin,5829,5332,Weekly,497,MEDIUM
Atorvastatin,6509,6012,Quarterly,497,MEDIUM
Insulin,5395,4898,Weekly,497,MEDIUM
Lisinopril,9048,8551,Quarterly,497,MEDIUM
Lisinopril,3042,2546,Weekly,496,MEDIUM
Metformin,6031,5535,Weekly,496,MEDIUM
Atorvastatin,9968,9472,Quarterly,496,MEDIUM
Insulin,6172,5676,Quarterly,496,MEDIUM
Lisinopril,5404,4908,Monthly,496,MEDIUM
Metformin,8716,8220,Weekly,496,MEDIUM
Lisinopril,6695,6199,Quarterly,496,MEDIUM
Atorvastatin,7083,6587,Weekly,496,MEDIUM
Lisinopril,9382,8886,Weekly,496,MEDIUM
Lisinopril,7884,7388,Monthly,496,MEDIUM
Metformin,8487,7991,Weekly,496,MEDIUM
Insulin,7038,6542,Monthly,496,MEDIUM
Lisinopril,2134,1639,Weekly,495,MEDIUM
Insulin,6258,5763,Quarterly,495,MEDIUM
Metformin,9359,8864,Monthly,495,MEDIUM
Lisinopril,6531,6036,Monthly,495,MEDIUM
Insulin,7790,7295,Quarterly,495,MEDIUM
Lisinopril,5982,5487,Quarterly,495,MEDIUM
Metformin,6013,5518,Quarterly,495,MEDIUM
Metformin,2088,1593,Weekly,495,MEDIUM
Metformin,3421,2926,Monthly,495,MEDIUM
Atorvastatin,5398,4903,Monthly,495,MEDIUM
Lisinopril,6202,5707,Quarterly,495,MEDIUM
Atorvastatin,3154,2659,Monthly,495,MEDIUM
Insulin,6006,5512,Monthly,494,MEDIUM
Insulin,6114,5620,Quarterly,494,MEDIUM
Atorvastatin,3075,2581,Quarterly,494,MEDIUM
Metformin,4978,4484,Quarterly,494,MEDIUM
Atorvastatin,6303,5809,Monthly,494,MEDIUM
Lisinopril,4513,4019,Monthly,494,MEDIUM
Atorvastatin,3402,2908,Quarterly,494,MEDIUM
Lisinopril,3800,3306,Quarterly,494,MEDIUM
Insulin,8218,7724,Quarterly,494,MEDIUM
Insulin,7353,6859,Quarterly,494,MEDIUM
Atorvastatin,9950,9456,Monthly,494,MEDIUM
Atorvastatin,2358,1865,Monthly,493,MEDIUM
Insulin,3012,2519,Weekly,493,MEDIUM
Atorvastatin,6811,6318,Quarterly,493,MEDIUM
Lisinopril,3176,2683,Monthly,493,MEDIUM
Lisinopril,2100,1607,Monthly,493,MEDIUM
Lisinopril,8632,8139,Weekly,493,MEDIUM
Atorvastatin,7778,7285,Monthly,493,MEDIUM
Insulin,5670,5177,Weekly,493,MEDIUM
Atorvastatin,9875,9382,Weekly,493,MEDIUM
Atorvastatin,2530,2037,Quarterly,493,MEDIUM
Insulin,7383,6890,Monthly,493,MEDIUM
Lisinopril,6011,5518,Weekly,493,MEDIUM
Metformin,9225,8733,Quarterly,492,MEDIUM
Insulin,8691,8199,Monthly,492,MEDIUM
Insulin,8162,7670,Weekly,492,MEDIUM
Lisinopril,6472,5980,Quarterly,492,MEDIUM
Metformin,9319,8827,Weekly,492,MEDIUM
Atorvastatin,6256,5764,Monthly,492,MEDIUM
Lisinopril,9585,9094,Weekly,491,MEDIUM
Insulin,3710,3219,Quarterly,491,MEDIUM
Metformin,7266,6775,Monthly,491,MEDIUM
Lisinopril,9414,8923,Quarterly,491,MEDIUM
Metformin,6887,6396,Weekly,491,MEDIUM
Insulin,5577,5086,Monthly,491,MEDIUM
Atorvastatin,3856,3365,Quarterly,491,MEDIUM
Lisinopril,9319,8828,Monthly,491,MEDIUM
Metformin,3597,3106,Quarterly,491,MEDIUM
Lisinopril,6003,5513,Quarterly,490,MEDIUM
Metformin,9836,9346,Quarterly,490,MEDIUM
Insulin,3415,2925,Monthly,490,MEDIUM
Metformin,9998,9508,Monthly,490,MEDIUM
Lisinopril,6343,5853,Weekly,490,MEDIUM
Metformin,6200,5710,Monthly,490,MEDIUM
Metformin,6388,5898,Quarterly,490,MEDIUM
Insulin,6200,5710,Weekly,490,MEDIUM
Lisinopril,4597,4108,Monthly,489,MEDIUM
Insulin,8698,8209,Weekly,489,MEDIUM
Metformin,5047,4558,Weekly,489,MEDIUM
Atorvastatin,4023,3534,Monthly,489,MEDIUM
Metformin,9187,8698,Weekly,489,MEDIUM
Insulin,6960,6471,Quarterly,489,MEDIUM
Lisinopril,4613,4124,Monthly,489,MEDIUM
Metformin,9860,9371,Monthly,489,MEDIUM
Insulin,2075,1586,Weekly,489,MEDIUM
Lisinopril,8596,8108,Quarterly,488,MEDIUM
Metformin,2566,2078,Weekly,488,MEDIUM
Insulin,8364,7876,Quarterly,488,MEDIUM
Lisinopril,8207,7719,Weekly,488,MEDIUM
Insulin,5149,4661,Weekly,488,MEDIUM
Lisinopril,3271,2783,Quarterly,488,MEDIUM
Atorvastatin,7776,7288,Quarterly,488,MEDIUM
Metformin,6508,6020,Weekly,488,MEDIUM
Atorvastatin,8541,8053,Monthly,488,MEDIUM
Lisinopril,8953,8465,Weekly,488,MEDIUM
Insulin,4044,3557,Quarterly,487,MEDIUM
Lisinopril,5949,5462,Weekly,487,MEDIUM
Metformin,4765,4278,Monthly,487,MEDIUM
Metformin,6164,5677,Weekly,487,MEDIUM
Atorvastatin,4573,4086,Quarterly,487,MEDIUM
Insulin,9198,8711,Monthly,487,MEDIUM
Metformin,3491,3004,Quarterly,487,MEDIUM
Lisinopril,7978,7492,Monthly,486,MEDIUM
Atorvastatin,6705,6219,Weekly,486,MEDIUM
Lisinopril,3679,3193,Quarterly,486,MEDIUM
Metformin,8516,8030,Weekly,486,MEDIUM
Metformin,9731,9245,Monthly,486,MEDIUM
Metformin,7261,6775,Monthly,486,MEDIUM
Lisinopril,6665,6179,Monthly,486,MEDIUM
Lisinopril,7407,6921,Quarterly,486,MEDIUM
Insulin,3394,2908,Monthly,486,MEDIUM
Atorvastatin,9704,9219,Quarterly,485,MEDIUM
Metformin,9325,8840,Weekly,485,MEDIUM
Lisinopril,5967,5482,Monthly,485,MEDIUM
Insulin,3658,3173,Weekly,485,MEDIUM
Lisinopril,7909,7424,Weekly,485,MEDIUM
Insulin,7533,7048,Quarterly,485,MEDIUM
Atorvastatin,5232,4747,Quarterly,485,MEDIUM
Insulin,3858,3373,Quarterly,485,MEDIUM
Atorvastatin,4758,4273,Quarterly,485,MEDIUM
Atorvastatin,6191,5706,Monthly,485,MEDIUM
Insulin,4626,4142,Quarterly,484,MEDIUM
Insulin,9231,8747,Quarterly,484,MEDIUM
Lisinopril,2025,1541,Monthly,484,MEDIUM
Metformin,2539,2055,Quarterly,484,MEDIUM
Lisinopril,6630,6146,Weekly,484,MEDIUM
Lisinopril,7084,6600,Weekly,484,MEDIUM
Lisinopril,4714,4230,Weekly,484,MEDIUM
Atorvastatin,6175,5691,Weekly,484,MEDIUM
Insulin,8322,7838,Quarterly,484,MEDIUM
Atorvastatin,5601,5117,Weekly,484,MEDIUM
Metformin,3125,2641,Quarterly,484,MEDIUM
Lisinopril,7168,6685,Weekly,483,MEDIUM
Metformin,8621,8138,Weekly,483,MEDIUM
Atorvastatin,3023,2540,Weekly,483,MEDIUM
Metformin,5351,4868,Monthly,483,MEDIUM
Lisinopril,5688,5205,Monthly,483,MEDIUM
Atorvastatin,9230,8747,Quarterly,483,MEDIUM
Insulin,6501,6018,Weekly,483,MEDIUM
Insulin,8883,8400,Weekly,483,MEDIUM
Metformin,6251,5768,Weekly,483,MEDIUM
Lisinopril,3968,3485,Monthly,483,MEDIUM
Metformin,3147,2664,Quarterly,483,MEDIUM
